2.113035394985979920e+01,2.120454573361605100e+01
2.259116628488964906e+01,2.307135537807518588e+01
2.618631335335608767e+01,2.573863900065294530e+01
2.919982841739708945e+01,2.911916066049623097e+01
2.471426830745825143e+01,2.463638535996799916e+01
2.346054207177824225e+01,2.261270889597103206e+01
2.538752034596126350e+01,2.483299903901691863e+01
2.371772005256375238e+01,2.304293437590134275e+01
2.303055468845164810e+01,2.294564751476573861e+01
2.322633082513193159e+01,2.264315691510713791e+01
2.485907285078842577e+01,2.489092848046469086e+01
2.301598082549229929e+01,2.276807557785610570e+01
2.378958072822575787e+01,2.413237745363698750e+01
2.602450828295121354e+01,2.669533732840531215e+01
2.870472446916870979e+01,2.911209671589939774e+01
2.490766548096959454e+01,2.455838085213068567e+01
2.474630017883662703e+01,2.494749007926017370e+01
2.219444991686750157e+01,2.230482568008187982e+01
2.351254036132134217e+01,2.291844259067361378e+01
2.917455547353160838e+01,2.860271991703872629e+01
2.101694866889845414e+01,2.083930653200560812e+01
2.281420108179680639e+01,2.233010885035018944e+01
2.274116682410944179e+01,2.226758230468940170e+01
2.875074380926600526e+01,2.753681853348317432e+01
2.631410706567142199e+01,2.613901607538048566e+01
2.498335530440642671e+01,2.545343310553290550e+01
3.021592291387185014e+01,2.978309417790013924e+01
2.678872050487161260e+01,2.624549290418991276e+01
2.773242751626407809e+01,2.652873648847475252e+01
2.577078546546552218e+01,2.569999375043579448e+01
2.283258090192126133e+01,2.219778478516534292e+01
2.572614866712066473e+01,2.549235341393298526e+01
2.274576420706799240e+01,2.204752725912921463e+01
2.463063924446336017e+01,2.432706566193701647e+01
2.127672034541277668e+01,2.156258071482819361e+01
2.405172888197675363e+01,2.361210371083411275e+01
2.271524352737319319e+01,2.261195105318786602e+01
2.434096460631068837e+01,2.446490039792016091e+01
2.592163039300542238e+01,2.506780607998587485e+01
2.749732617850392913e+01,2.689649570360328568e+01
2.151041650079518064e+01,2.115537145383498796e+01
2.671549165321933117e+01,2.659310034500142450e+01
2.073068166712390337e+01,2.019672028856035340e+01
2.691165224985094895e+01,2.621450132478572215e+01
2.747810486038826028e+01,2.675621711510458667e+01
2.584497663819058388e+01,2.504938280668433848e+01
2.650251785795708059e+01,2.623744737959070861e+01
2.283653240242533755e+01,2.236860012619154858e+01
2.813601582990494165e+01,2.733126087754316202e+01
2.751560591239107012e+01,2.727065369728188671e+01
2.840294564674447386e+01,2.835219999902179211e+01
2.459510488410296247e+01,2.441325986255138147e+01
2.208660549948342222e+01,2.178316844688155740e+01
2.742175988050451707e+01,2.691420456166721920e+01
2.367689018322380079e+01,2.322070797461368130e+01
2.423469730200739392e+01,2.362269555555887024e+01
2.476541409991817488e+01,2.428136239147586295e+01
2.715823280698838360e+01,2.670422904050747803e+01
2.668627681354438508e+01,2.689834832322359048e+01
2.103916798933706289e+01,2.064979740475136438e+01
2.223546994444176406e+01,2.231933486234683173e+01
2.454687942502191689e+01,2.411780035403076639e+01
2.435373852340853773e+01,2.460777238064504147e+01
2.562549680744495717e+01,2.550399987304004767e+01
2.688995012385726113e+01,2.654836160974417680e+01
2.579304223112860939e+01,2.526640458317729099e+01
2.280499976894214953e+01,2.211806653018272328e+01
2.783216886804690660e+01,2.746033800443742123e+01
2.215578778720616882e+01,2.153029002056266705e+01
2.330935680175049640e+01,2.309130666488639960e+01
2.560465273546789433e+01,2.629619354088712768e+01
2.685411923250144284e+01,2.657501004343026096e+01
2.292542255335340329e+01,2.333375199957548674e+01
2.126043403261435216e+01,2.092688969402324517e+01
2.424368119268008925e+01,2.354178635268214848e+01
2.684944246394220713e+01,2.641828500516861311e+01
2.685746277956071282e+01,2.692107411471835832e+01
2.421593255833947111e+01,2.370551273635544831e+01
2.292337649500131391e+01,2.296610835267862427e+01
2.704410462702685436e+01,2.729490894244383981e+01
2.333797818444951844e+01,2.246075023070565635e+01
2.846387919649963294e+01,2.856494554468866554e+01
2.125997450900181462e+01,2.085509429145994176e+01
2.353663933939575870e+01,2.305749095788337755e+01
2.302114189858402682e+01,2.258933785683858275e+01
2.150928714398055064e+01,2.158370137393427868e+01
2.277725660556862408e+01,2.220840056381321403e+01
2.384214159561943447e+01,2.374393928332863979e+01
2.379113967266990315e+01,2.393196052120946149e+01
2.379930174065096082e+01,2.343891217316650710e+01
2.160119544725627350e+01,2.167355982895933764e+01
2.490209100751443216e+01,2.436974353517165426e+01
2.397916279865339106e+01,2.355113983365922081e+01
2.624283917549643519e+01,2.600201667590420485e+01
2.664127079636207540e+01,2.655482997666710787e+01
2.506333272548805979e+01,2.495938981012093194e+01
2.741897800267246410e+01,2.762259299914083854e+01
2.649347949474816488e+01,2.628501220105225045e+01
2.624720356827117484e+01,2.556644614637599844e+01
2.605988154380583666e+01,2.532431278376493111e+01
2.374897677601608947e+01,2.306968913976682600e+01
2.620359249725639827e+01,2.626439260806671783e+01
2.378457959332120097e+01,2.352838168106611860e+01
2.497555556586296177e+01,2.483736047745074060e+01
2.251943978395481594e+01,2.230069099771335317e+01
2.625315598352275259e+01,2.506845740231386443e+01
2.260330910960144735e+01,2.207455736690162951e+01
2.704987046818207830e+01,2.632407029560630463e+01
2.358221645101825814e+01,2.334000543238373027e+01
2.026407226933421413e+01,1.996695297420120951e+01
2.229953854367722599e+01,2.193287970563956435e+01
2.399793207493699398e+01,2.393536616474175815e+01
2.442225938730381074e+01,2.457141513404113198e+01
2.355702556910711110e+01,2.372685007927139367e+01
2.585127508434029409e+01,2.560762920512122776e+01
2.637012241000135759e+01,2.596893685393464324e+01
2.129586368932646678e+01,2.110207775883545622e+01
2.300605842769788367e+01,2.271220777277949310e+01
2.592520593262981166e+01,2.628552046627292071e+01
2.874213015611580246e+01,2.859460186834709461e+01
2.755026186458059811e+01,2.709162815425882798e+01
2.398533731018169135e+01,2.323567634201803500e+01
2.582615655577699343e+01,2.606151628740688508e+01
2.131493991671719357e+01,2.096461347909299278e+01
2.438749449113386802e+01,2.460875892782772567e+01
2.705068032926272181e+01,2.729172386228053071e+01
2.305665758866138759e+01,2.328404872368124856e+01
2.471826246506065061e+01,2.438790490767193120e+01
2.164124153396778638e+01,2.087799681825105225e+01
2.466612584712711964e+01,2.412799416702555177e+01
1.940312652354091227e+01,1.987879703643197260e+01
2.407392733830097598e+01,2.357690237456987603e+01
2.894236290627140917e+01,2.845518032677927778e+01
2.342827526723370113e+01,2.339069389971128743e+01
2.482384697699948717e+01,2.451490662171866575e+01
2.443720707419643645e+01,2.409602094074604750e+01
2.292533955556306324e+01,2.340913034275474303e+01
2.391216195470967065e+01,2.365053789462610467e+01
2.247525281725166479e+01,2.233105426215105993e+01
2.724046719705310693e+01,2.708751851266056931e+01
2.451279835539367369e+01,2.486660806576994176e+01
2.278117737153055344e+01,2.253706505657506654e+01
2.966865815667081563e+01,2.914288091242351797e+01
2.363868690785922766e+01,2.273673911600816666e+01
2.403330867224004308e+01,2.396982138123324191e+01
2.716800924628759972e+01,2.642965821178815133e+01
1.971708993800190157e+01,1.976303413740465942e+01
2.548090547546047091e+01,2.495457020337863341e+01
2.557859419724536210e+01,2.473059583294632091e+01
2.541723887299012219e+01,2.457984027553535711e+01
2.425041554103189156e+01,2.419660057759182692e+01
2.414098248618884668e+01,2.334808227285207849e+01
2.747717630456110882e+01,2.717774703055206231e+01
2.417998300027961989e+01,2.393982625713715251e+01
2.287354251630787161e+01,2.242812730959901302e+01
2.284016925943671339e+01,2.344525994615615616e+01
2.650716784381292968e+01,2.656078123075881692e+01
2.053020580099688175e+01,2.008268454237247624e+01
2.155888300706469707e+01,2.171316479945412681e+01
2.806791504579475216e+01,2.786407947567003163e+01
2.483627420864092983e+01,2.513943320787111446e+01
2.614767407250708331e+01,2.530485853676945851e+01
2.630003305141236325e+01,2.616993144078992373e+01
2.423083214247350625e+01,2.406203777270376420e+01
2.607057575316413178e+01,2.561907993523430349e+01
2.530615520234468718e+01,2.478117748063508685e+01
2.663837646065723774e+01,2.663699957335049362e+01
2.219158812217195020e+01,2.197412907623226985e+01
2.416894323749799156e+01,2.374869696668504560e+01
2.734710377709278006e+01,2.725679001374976451e+01
2.374555446986583718e+01,2.335804530172884697e+01
2.197277758295317440e+01,2.222889203663899949e+01
2.227887085605523509e+01,2.192332856092496129e+01
2.578658202383179088e+01,2.592703865030341248e+01
2.681937343426674758e+01,2.645576018020449638e+01
2.499328254556970919e+01,2.495655717931494877e+01
2.336113567382266965e+01,2.358248970918299037e+01
2.881102542251341347e+01,2.899821151313810930e+01
2.370374264445910839e+01,2.341228106697897360e+01
2.578554610897635513e+01,2.575760864680389872e+01
2.645208928690435357e+01,2.616035687767626783e+01
2.390139395079480167e+01,2.408278460923038011e+01
2.419988448322478902e+01,2.376677837561411266e+01
2.419248952929997287e+01,2.403783398374093139e+01
2.893580745898266215e+01,2.810196636006249804e+01
2.516114547767510956e+01,2.482115980323832005e+01
2.499336597472900223e+01,2.486914164264314664e+01
2.439055331956304329e+01,2.422442965310196072e+01
2.645827299885349504e+01,2.653005407063993104e+01
2.233478904550782218e+01,2.185280618989898116e+01
3.163671270047796114e+01,3.129353972070236267e+01
2.902121789969474719e+01,2.874665420373785452e+01
2.240431404066304211e+01,2.208048381218703327e+01
2.760524452267971185e+01,2.748487843006748577e+01
2.123562383606394732e+01,2.106249372359091865e+01
2.434490427399402535e+01,2.403218566850623716e+01
1.955898079071615925e+01,1.902915763912354663e+01
2.425518754746401129e+01,2.421588654303520016e+01
2.156562882401912162e+01,2.172751265280169264e+01
2.547833727624072964e+01,2.536133365016802799e+01
2.503597376470768765e+01,2.490002047121641127e+01
2.707509074669277993e+01,2.707876918190271098e+01
2.692801784530041687e+01,2.655000214469783515e+01
2.222015629789121149e+01,2.222275156406929852e+01
2.513257871649504693e+01,2.528890628245338235e+01
2.856763994900110859e+01,2.778325280064389702e+01
2.480011595564207738e+01,2.415244460782474434e+01
