t0,t1
-25.970658415818992,-25.59917583074989
-12.34907668152364,-12.362213213734883
-98.6198465335185,-101.47752606287666
6.678821938123744,6.332150740133247
4.163180131581682,3.2254407740205457
-20.601733134523048,-20.603895571562614
-8.987035355128059,-8.950568143029225
-10.887264213792367,-10.434235541207478
-73.29021143197582,-70.47621249932166
-37.52065907421957,-34.98332914934024
-10.997200587655906,-10.64233831052609
15.598437903561582,14.253314535230762
-9.544557975864217,-9.960651301214336
-31.390942719552413,-31.623898122171877
-21.48983217453752,-23.118899527963702
-42.42416172604834,-41.79737694068619
-5.278468628033969,-5.251052683885121
8.434053138140685,7.953801402409722
7.028516004752166,6.377367061210305
-36.56583655590663,-36.8476656090915
-0.37025616930338107,-0.8159250055359739
-35.09950524304643,-33.89888082261837
4.580794238477309,4.365525080365475
-22.42638084206174,-26.271824637664412
-65.87068037461609,-64.91316972023927
-58.88301464401188,-55.73656535206069
-32.91258379540807,-32.84862471777501
-25.13695769243548,-24.63627093028216
-94.30553151482027,-93.86504522373448
-9.492740182763068,-9.109139118901
-14.62415235339189,-14.34899386986621
-22.113257264090688,-21.07282423513909
-46.30616637229278,-43.50384943037531
-7.725643436782353,-7.7328701157661
-46.96085987141017,-47.26157357592833
-12.515012910772006,-13.863882100892303
-33.96611544147644,-38.14481862849856
-7.726600183765685,-7.374662285357956
-59.761234210721945,-57.00389199350625
-16.904650484343428,-16.873938638202223
7.407788800505062,5.5080336694181975
-8.640125787566534,-9.563600779718326
-17.398353121151636,-17.65598631228375
3.003409955331932,2.8514531235113156
-60.852080825389656,-60.345666748022744
-4.5919302220842635,-4.802866623554159
4.06268780668475,2.3869109552248324
-16.355603044080013,-15.784607829436844
-6.7368921395937305,-6.6725499161582915
1.1429865644169728,0.7800228479644162
-18.109280753354057,-19.00052447958984
-7.7685846895037045,-7.59910864255666
-57.20753609753354,-61.652565265326984
-11.229157636376199,-11.486215008407584
-23.28514050317043,-22.981644666128847
-7.3328498225765975,-7.389718310499737
-10.131196814264436,-9.469518638202043
-29.575476872562316,-28.793351118303317
-113.9389327233169,-109.62993172582233
-19.1038719580865,-18.404154677918346
-23.207604744659026,-22.711523629833994
-43.69683697263378,-42.877287962242086
5.71202949948536,5.443204885912565
-0.1023246916418584,-0.4707824704539108
-9.703251923949624,-9.613947524897673
-14.056172724816536,-14.970912534894227
-4.651389097575456,-4.978948354966913
-5.856799034962919,-5.863409219802569
-15.620554924869571,-15.45595090713949
-2.26513867543567,-2.4407045797936986
-15.614717602750039,-14.807831413040615
-13.833009269957365,-13.256772985516589
-10.88614646200638,-11.010876882748239
4.249368361809586,4.087771116184825
-3.1199572008861516,-3.2656483191167935
0.7606925883331032,-0.08151611170566801
-4.046197424956367,-3.9141839425782488
-17.511468346731686,-17.265754964551025
-39.21682646680098,-37.49299932203475
-16.87838700008971,-16.038091819621123
-16.05750589909189,-16.216883299529144
-14.105013166321335,-13.73674742856345
-10.778119546980111,-11.592628268878082
8.141299761628831,7.714221578437298
-25.51644264227131,-25.472977667082045
-67.24576002154595,-64.59405756692964
-10.36542266779828,-10.290323953861723
-8.509906527591445,-8.90940938715623
-13.883786614487299,-13.604583452954046
-0.20368352443137913,-0.6682301680460987
-22.493668266675023,-25.137928817428172
-12.733583358273062,-12.32520031748954
-4.954721673252606,-5.569287118365186
13.583399226183245,12.940170886013433
-9.104086137946345,-9.0202184368508
-6.9033829849617065,-6.814467833744616
-32.756580978282685,-34.36616499812183
11.267259944410972,10.599327584621589
-0.9080063391111525,-0.940812489917599
-7.986132264559702,-7.841984574407982
-32.507077250682215,-31.17280071035545
-96.0349934055401,-105.92119137404845
-0.3772244783931567,-1.609719745107539
-20.92460791736832,-20.38319612497885
-7.311602816299631,-6.876215510727051
-1.580960208741916,-1.4885130101581552
-15.801757083107491,-15.626651611467095
-8.83054691527194,-8.500975497901056
-6.338508124743308,-6.342716608033579
-17.789040728194905,-16.996274295414565
-6.437496319186863,-6.558522903550989
-115.68815247816104,-116.0098817888035
-4.779538839339355,-4.996272628819624
-10.58587882870861,-10.045070045204575
-11.406286989071258,-11.230809127040928
-36.575387408338315,-36.995144366770944
7.315643192486766,6.244007279009118
4.985042995150104,4.52093735148138
-12.810957003574055,-12.326029600190315
-3.1679318238386363,-3.2010641046121866
0.5982169277162187,0.29492134322723235
-2.671949938092411,-3.5613362448143535
-26.073844171684446,-33.10597415201508
-22.551462451022033,-23.308903887698733
11.420735024527056,10.824195533034347
-7.547591431451685,-7.4317249448691625
-15.398863319388251,-15.132754562714299
-18.350503204470627,-19.876457992686365
-26.168111136769593,-26.379022822962742
-1.063549639963393,-2.6386260047575982
14.145650191886979,12.817480731539446
-5.336463375722686,-5.273738913967851
-46.332352454318425,-44.91304978413574
-6.308823872918096,-6.425234834640681
-13.871277171331508,-13.81505633285319
-21.0400043464415,-20.226412725891873
6.131402423695344,5.852361906169964
-14.60437349818172,-14.843087825742924
0.8397774667402133,0.9478891164329173
-9.669749546478952,-9.675350371305742
-17.071815793093872,-17.43413590579169
5.537908587364148,5.277047108599535
-2.541803336659758,-3.0918205551296603
-1.645568320874379,-2.047024275571379
1.1869688708754471,1.1554128210487633
6.899668682096742,5.844141079701862
-10.459465329889698,-10.148585301621537
-33.22691115912261,-32.84507539962293
-9.570517502269135,-10.136720074452205
-46.156574411508835,-45.3593055949829
-21.915686868209104,-21.63287587266075
-11.833430383472495,-11.61792375572628
-3.6203640386981317,-6.028389070511616
-5.483779097012354,-5.541171573453494
-0.7910891544247477,-0.7431466482245612
-8.731117891863017,-8.96028919163082
-7.512953658808964,-7.061097625306374
3.534129091563208,3.424694196587424
-12.126600271681802,-11.136649119902868
-21.31402456849096,-20.664528839472258
-69.87080125548066,-76.76432946963835
-14.952413238076078,-14.652628072579484
-25.09986280290592,-25.005844457766464
8.527309777226257,8.10490635161149
-13.292486014715452,-13.166779402168041
-27.542987445535463,-26.221080261228273
5.9085417058944,5.6143400031194135
-8.261264428372934,-7.992656309342676
8.351724212159834,7.897296446962488
-8.973845245607869,-10.490581138123765
-45.16998144893549,-56.323424019988735
2.5730670110320553,2.4067681705035184
-10.756735076711005,-11.019603431021826
-6.737216281390107,-7.318221903628906
-34.74008442598343,-36.020245687649016
6.088222717062609,5.255532834184714
-51.259321025804056,-48.969073276580374
-51.57314814659885,-56.19228922167409
-11.478471325220081,-11.746276983759072
3.30758163850561,3.158628794107813
-19.17149409238821,-19.268777430013227
-10.344573519181678,-9.938624874026525
-12.13977300431217,-11.563557738979414
-57.98107680000941,-68.14373974578223
-19.7729794389799,-19.981877008677003
-15.985873986385398,-15.706524084890564
-24.271688879700886,-23.877030322088594
-39.02847690581326,-41.959973655051485
-15.59011952453456,-14.69508755407321
0.3931465369204247,0.272834872511257
-26.685812137466396,-26.708545639676938
-13.59930356136235,-13.310771259060578
1.492846312692616,1.0494648406358071
-8.153861259152935,-7.762145037153741
-6.402624951137961,-6.264764659261718
-14.299251982309519,-14.270670395501794
-9.865591714060562,-9.785753962543003
1.565986085271089,0.9577456767220762
0.5104563608049378,0.4800610698793148
3.814872631682713,3.3857954991227426
-2.7211211247771048,-3.2321151367784213
-6.400739176839559,-6.915795489514297
-11.37856767351034,-14.276606119868942
4.437410405637904,4.074873544789054
-8.284957904544695,-7.903771227014155
4.299176739337639,4.1126165835026045
-72.43919235184725,-89.99541990329503
-4.681108350550116,-4.739369928796112
-20.70387268793069,-20.042807450662348
-20.406667240936866,-24.87816357204184
-17.289795959892743,-16.9670955009253
-2.9955313659696805,-2.8441788822424825
-1.2609114066932023,-1.8702404619853952
4.338998802554161,3.950684604077578
-25.20804953579338,-24.754982248910327
-6.227142962361802,-5.966893109332516
-15.100957649136854,-15.941731294805344
-8.278443405231716,-9.176812838408386
-26.0290458422952,-25.337175292680268
-30.736597178038366,-33.87526511916024
-20.298447498633088,-18.95239444886878
7.032136183870409,6.6791336872802365
3.760132352923318,3.206847359915415
6.309498263976346,5.781278050100219
3.8803584098493484,3.503709925244138
-1.0841116884143642,-2.1018136893110175
4.153630013992432,3.7010776171217583
-33.894487911115185,-35.31655348451703
-13.822930444560376,-13.448095233166274
-4.528664682690607,-4.896768632239798
-9.894974502677114,-9.294249210895618
-27.3210863353992,-27.057201195261566
-18.32263473983152,-17.702041784174988
-5.562782409615557,-5.6446086481920545
-12.96470845901108,-12.478665899011066
-48.766281188605234,-45.65169501031852
-38.207469806467046,-36.585880538097676
-27.509012788556976,-27.72407724731523
-21.76533744820059,-21.397960296590178
-74.50032086825543,-76.66985587579265
-11.243186125476042,-11.222137826900031
-34.80228875579064,-35.93109901976142
2.852590066467795,2.5250843248862944
-21.26492616485591,-22.033523529241066
-18.9415859286775,-18.618033962812994
-16.20397396926314,-16.649488143728522
-30.50927968325969,-30.697914358135993
-1.04668259137049,-0.8277598478764658
-18.06226283519461,-18.418789340000156
6.6575342736470295,6.020546806610315
-28.24448379439749,-28.26777709504587
4.348948623855018,4.075824107511708
1.2947036938523844,1.2084481018814575
-10.065043152841152,-10.135631926987852
7.437425932220263,6.787889013049939
-8.423881472888217,-9.839221781851613
-14.41676345219247,-14.53716278766166
0.25689488988672043,0.21900229302833768
-2.4396574559059316,-2.363465328458665
-63.02529682791745,-60.2203787159942
-6.68297457214576,-6.5795059503436795
-1.726988236366561,-1.819431667467375
-2.4456421989541033,-2.3262215581533385
-33.87713012482999,-33.74356739259706
-9.733469231960722,-9.621469994185466
2.985374483132851,2.5886478326617275
-0.5842064187351004,-0.48555866917829965
-35.30987461103931,-37.31233173247217
-54.10249880558351,-52.39088120312875
-32.972524712749696,-33.91166480041881
-35.61860848692848,-33.535674007157056
2.707220006153848,2.5325473227542648
-12.945284002878376,-12.601324406031324
0.6768745469079728,0.4355616587244357
6.000295930586452,5.456824685745649
-177.92175679667494,-190.03364653277444
-37.09845991868995,-36.3409549387304
